Week_Start,SKU,Weekly_Units,Weekly_Revenue,Avg_Price,Promo_Days_Sales,Promo_Days_Cal,Holiday_Days,Year,Month,Week_Number,Season,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Negative_Margin_Flag
2024-01-01,SKU031,143,1246377.99,8715.93,0,0,0,2024,1,1,Winter,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,0
2024-01-01,SKU032,53,297467.27,5612.59,0,0,0,2024,1,1,Winter,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,0
2024-01-01,SKU033,114,405612.0,3558.0,0,0,0,2024,1,1,Winter,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,1
2024-01-01,SKU034,131,198876.34,1518.14,0,0,0,2024,1,1,Winter,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,0
2024-01-01,SKU035,146,1587047.74,10870.19,0,0,0,2024,1,1,Winter,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,0
2024-01-01,SKU036,25,142175.0,5687.0,0,0,0,2024,1,1,Winter,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,0
2024-01-01,SKU037,168,461566.56,2747.42,0,0,0,2024,1,1,Winter,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,1
2024-01-01,SKU038,50,197455.0,3949.1,0,0,0,2024,1,1,Winter,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-01-01,SKU039,24,170854.8,7118.95,0,0,0,2024,1,1,Winter,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-01-01,SKU040,104,254858.24,2450.56,0,0,0,2024,1,1,Winter,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-01-01,SKU041,73,754581.29,10336.73,0,0,0,2024,1,1,Winter,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-01-01,SKU042,166,1527005.78,9198.83,0,0,0,2024,1,1,Winter,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-01-01,SKU043,157,1373085.89,8745.77,0,0,0,2024,1,1,Winter,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-01-01,SKU044,66,357210.48,5412.28,0,0,0,2024,1,1,Winter,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-01-01,SKU045,170,1305052.6,7676.78,0,0,0,2024,1,1,Winter,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-01-01,SKU046,63,452059.02,7175.54,0,0,0,2024,1,1,Winter,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-01-01,SKU047,109,865265.98,7938.22,0,0,0,2024,1,1,Winter,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-01-01,SKU048,76,104845.8,1379.55,0,0,0,2024,1,1,Winter,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-01-01,SKU049,177,924536.49,5223.37,0,0,0,2024,1,1,Winter,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-01-01,SKU050,49,43253.28,882.72,0,0,0,2024,1,1,Winter,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-01-08,SKU001,85,311444.25,3664.05,0,0,0,2024,1,2,Winter,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-01-08,SKU002,61,232147.09,3805.69,0,0,0,2024,1,2,Winter,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-01-08,SKU003,32,258503.36,8078.23,0,0,0,2024,1,2,Winter,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-01-08,SKU004,25,171539.25,6861.57,0,0,0,2024,1,2,Winter,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-01-08,SKU005,116,1101213.52,9493.22,0,0,0,2024,1,2,Winter,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-01-08,SKU006,34,275605.36,8106.04,0,0,0,2024,1,2,Winter,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-01-08,SKU007,178,910308.02,5114.09,0,0,0,2024,1,2,Winter,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
2024-01-08,SKU008,137,1348441.68,9842.64,0,0,0,2024,1,2,Winter,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,0
2024-01-08,SKU009,66,154234.74,2336.89,0,0,0,2024,1,2,Winter,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,1
2024-01-08,SKU010,108,71653.68,663.46,0,0,0,2024,1,2,Winter,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,1
2024-01-08,SKU011,20,28891.2,1444.56,0,0,0,2024,1,2,Winter,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,1
2024-01-08,SKU012,176,1545169.12,8779.37,0,0,0,2024,1,2,Winter,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,0
2024-01-08,SKU013,99,570020.22,5757.78,0,0,0,2024,1,2,Winter,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,0
2024-01-08,SKU014,152,345154.0,2270.75,0,0,0,2024,1,2,Winter,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,0
2024-01-08,SKU015,27,167727.24,6212.12,0,0,0,2024,1,2,Winter,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,0
2024-01-08,SKU016,104,225349.28,2166.82,0,0,0,2024,1,2,Winter,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,1
2024-01-08,SKU017,84,712094.88,8477.32,0,0,0,2024,1,2,Winter,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,0
2024-01-08,SKU018,175,975696.75,5575.41,0,0,0,2024,1,2,Winter,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,1
2024-01-08,SKU019,115,554282.75,4819.85,0,0,0,2024,1,2,Winter,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,0
2024-01-08,SKU020,102,397549.08,3897.54,0,0,0,2024,1,2,Winter,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,1
2024-01-08,SKU021,65,501233.2,7711.28,0,0,0,2024,1,2,Winter,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,0
2024-01-08,SKU022,72,330986.16,4597.03,0,0,0,2024,1,2,Winter,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,0
2024-01-08,SKU023,83,117589.42,1416.74,0,0,0,2024,1,2,Winter,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,1
2024-01-08,SKU024,81,143278.47,1768.87,0,0,0,2024,1,2,Winter,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,1
2024-01-08,SKU025,21,242718.21,11558.01,0,0,0,2024,1,2,Winter,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,0
2024-01-08,SKU026,156,1706568.24,10939.54,0,0,0,2024,1,2,Winter,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,0
2024-01-08,SKU027,170,1447822.0,8516.6,0,0,0,2024,1,2,Winter,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,0
2024-01-08,SKU028,35,121943.15,3484.09,0,0,0,2024,1,2,Winter,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,1
2024-01-08,SKU029,120,1397094.0,11642.45,0,0,0,2024,1,2,Winter,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,0
2024-01-08,SKU030,41,386773.91,9433.51,0,0,0,2024,1,2,Winter,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,0
2024-01-08,SKU031,107,932604.51,8715.93,0,0,0,2024,1,2,Winter,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,0
2024-01-08,SKU032,66,370430.94,5612.59,0,0,0,2024,1,2,Winter,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,0
2024-01-08,SKU033,133,473214.0,3558.0,0,0,0,2024,1,2,Winter,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,1
2024-01-08,SKU034,146,221648.44,1518.14,0,0,0,2024,1,2,Winter,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,0
2024-01-08,SKU035,159,1728360.21,10870.19,0,0,0,2024,1,2,Winter,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,0
2024-01-08,SKU036,28,159236.0,5687.0,0,0,0,2024,1,2,Winter,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,0
2024-01-08,SKU037,160,439587.2,2747.42,0,0,0,2024,1,2,Winter,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,1
2024-01-08,SKU038,62,244844.2,3949.1,0,0,0,2024,1,2,Winter,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-01-08,SKU039,16,113903.2,7118.95,0,0,0,2024,1,2,Winter,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-01-08,SKU040,116,284264.96,2450.56,0,0,0,2024,1,2,Winter,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-01-08,SKU041,80,826938.4,10336.73,0,0,0,2024,1,2,Winter,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-01-08,SKU042,157,1444216.31,9198.83,0,0,0,2024,1,2,Winter,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-01-08,SKU043,141,1233153.57,8745.77,0,0,0,2024,1,2,Winter,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-01-08,SKU044,83,449219.24,5412.28,0,0,0,2024,1,2,Winter,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-01-08,SKU045,157,1205254.46,7676.78,0,0,0,2024,1,2,Winter,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-01-08,SKU046,45,322899.3,7175.54,0,0,0,2024,1,2,Winter,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-01-08,SKU047,89,706501.58,7938.22,0,0,0,2024,1,2,Winter,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-01-08,SKU048,51,70357.05,1379.55,0,0,0,2024,1,2,Winter,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-01-08,SKU049,178,929759.86,5223.37,0,0,0,2024,1,2,Winter,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-01-08,SKU050,40,35308.8,882.72,0,0,0,2024,1,2,Winter,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-01-15,SKU001,117,428693.85,3664.05,0,0,0,2024,1,3,Winter,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-01-15,SKU002,57,216924.33,3805.69,0,0,0,2024,1,3,Winter,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-01-15,SKU003,32,258503.36,8078.23,0,0,0,2024,1,3,Winter,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-01-15,SKU004,38,260739.66,6861.57,0,0,0,2024,1,3,Winter,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-01-15,SKU005,108,1025267.76,9493.22,0,0,0,2024,1,3,Winter,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-01-15,SKU006,43,348559.72,8106.04,0,0,0,2024,1,3,Winter,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-01-15,SKU007,189,966563.01,5114.09,0,0,0,2024,1,3,Winter,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
2024-01-15,SKU008,118,1161431.52,9842.64,0,0,0,2024,1,3,Winter,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,0
2024-01-15,SKU009,73,170592.97,2336.89,0,0,0,2024,1,3,Winter,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,1
2024-01-15,SKU010,115,76297.9,663.46,0,0,0,2024,1,3,Winter,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,1
2024-01-15,SKU011,14,20223.84,1444.56,0,0,0,2024,1,3,Winter,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,1
2024-01-15,SKU012,178,1562727.86,8779.37,0,0,0,2024,1,3,Winter,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,0
2024-01-15,SKU013,105,604566.9,5757.78,0,0,0,2024,1,3,Winter,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,0
2024-01-15,SKU014,145,329258.75,2270.75,0,0,0,2024,1,3,Winter,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,0
2024-01-15,SKU015,30,186363.6,6212.12,0,0,0,2024,1,3,Winter,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,0
2024-01-15,SKU016,88,190680.16,2166.82,0,0,0,2024,1,3,Winter,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,1
2024-01-15,SKU017,88,746004.16,8477.32,0,0,0,2024,1,3,Winter,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,0
2024-01-15,SKU018,153,853037.73,5575.41,0,0,0,2024,1,3,Winter,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,1
2024-01-15,SKU019,103,496444.55,4819.85,0,0,0,2024,1,3,Winter,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,0
2024-01-15,SKU020,100,389754.0,3897.54,0,0,0,2024,1,3,Winter,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,1
2024-01-15,SKU021,51,393275.28,7711.28,0,0,0,2024,1,3,Winter,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,0
2024-01-15,SKU022,74,340180.22,4597.03,0,0,0,2024,1,3,Winter,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,0
2024-01-15,SKU023,97,137423.78,1416.74,0,0,0,2024,1,3,Winter,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,1
2024-01-15,SKU024,95,168042.65,1768.87,0,0,0,2024,1,3,Winter,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,1
2024-01-15,SKU025,16,184928.16,11558.01,0,0,0,2024,1,3,Winter,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,0
2024-01-15,SKU026,152,1662810.08,10939.54,0,0,0,2024,1,3,Winter,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,0
2024-01-15,SKU027,170,1447822.0,8516.6,0,0,0,2024,1,3,Winter,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,0
2024-01-15,SKU028,39,135879.51,3484.09,0,0,0,2024,1,3,Winter,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,1
2024-01-15,SKU029,93,1082747.85,11642.45,0,0,0,2024,1,3,Winter,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,0
2024-01-15,SKU030,23,216970.73,9433.51,0,0,0,2024,1,3,Winter,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,0
2024-01-15,SKU031,132,1150502.76,8715.93,0,0,0,2024,1,3,Winter,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,0
2024-01-15,SKU032,72,404106.48,5612.59,0,0,0,2024,1,3,Winter,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,0
2024-01-15,SKU033,132,469656.0,3558.0,0,0,0,2024,1,3,Winter,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,1
2024-01-15,SKU034,137,207985.18,1518.14,0,0,0,2024,1,3,Winter,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,0
2024-01-15,SKU035,154,1674009.26,10870.19,0,0,0,2024,1,3,Winter,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,0
2024-01-15,SKU036,40,227480.0,5687.0,0,0,0,2024,1,3,Winter,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,0
2024-01-15,SKU037,169,464313.98,2747.42,0,0,0,2024,1,3,Winter,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,1
2024-01-15,SKU038,50,197455.0,3949.1,0,0,0,2024,1,3,Winter,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-01-15,SKU039,16,113903.2,7118.95,0,0,0,2024,1,3,Winter,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-01-15,SKU040,105,257308.8,2450.56,0,0,0,2024,1,3,Winter,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-01-15,SKU041,66,682224.18,10336.73,0,0,0,2024,1,3,Winter,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-01-15,SKU042,136,1251040.88,9198.83,0,0,0,2024,1,3,Winter,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-01-15,SKU043,140,1224407.8,8745.77,0,0,0,2024,1,3,Winter,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-01-15,SKU044,71,384271.88,5412.28,0,0,0,2024,1,3,Winter,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-01-15,SKU045,160,1228284.8,7676.78,0,0,0,2024,1,3,Winter,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-01-15,SKU046,52,373128.08,7175.54,0,0,0,2024,1,3,Winter,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-01-15,SKU047,118,936709.96,7938.22,0,0,0,2024,1,3,Winter,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-01-15,SKU048,52,71736.6,1379.55,0,0,0,2024,1,3,Winter,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-01-15,SKU049,184,961100.08,5223.37,0,0,0,2024,1,3,Winter,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-01-15,SKU050,25,22068.0,882.72,0,0,0,2024,1,3,Winter,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-01-22,SKU001,89,326100.45,3664.05,0,0,1,2024,1,4,Winter,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-01-22,SKU002,62,235952.78,3805.69,0,0,1,2024,1,4,Winter,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-01-22,SKU003,43,347363.89,8078.23,0,0,1,2024,1,4,Winter,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-01-22,SKU004,33,226431.81,6861.57,0,0,1,2024,1,4,Winter,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-01-22,SKU005,102,968308.44,9493.22,0,0,1,2024,1,4,Winter,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-01-22,SKU006,39,316135.56,8106.04,0,0,1,2024,1,4,Winter,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-01-22,SKU007,176,900079.84,5114.09,0,0,1,2024,1,4,Winter,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
2024-01-22,SKU008,108,1063005.12,9842.64,0,0,1,2024,1,4,Winter,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,0
2024-01-22,SKU009,80,186951.2,2336.89,0,0,1,2024,1,4,Winter,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,1
2024-01-22,SKU010,115,76297.9,663.46,0,0,1,2024,1,4,Winter,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,1
2024-01-22,SKU011,15,21668.4,1444.56,0,0,1,2024,1,4,Winter,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,1
2024-01-22,SKU012,185,1624183.45,8779.37,0,0,1,2024,1,4,Winter,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,0
2024-01-22,SKU013,97,558504.66,5757.78,0,0,1,2024,1,4,Winter,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,0
2024-01-22,SKU014,132,299739.0,2270.75,0,0,1,2024,1,4,Winter,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,0
2024-01-22,SKU015,27,167727.24,6212.12,0,0,1,2024,1,4,Winter,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,0
2024-01-22,SKU016,103,223182.46,2166.82,0,0,1,2024,1,4,Winter,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,1
2024-01-22,SKU017,94,796868.08,8477.32,0,0,1,2024,1,4,Winter,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,0
2024-01-22,SKU018,188,1048177.08,5575.41,0,0,1,2024,1,4,Winter,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,1
2024-01-22,SKU019,107,515723.95,4819.85,0,0,1,2024,1,4,Winter,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,0
2024-01-22,SKU020,92,358573.68,3897.54,0,0,1,2024,1,4,Winter,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,1
2024-01-22,SKU021,50,385564.0,7711.28,0,0,1,2024,1,4,Winter,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,0
