Forecast_Week,Horizon_Step,SKU,Product_Name,Category,Subcategory,Forecast_Units,Baseline_Units,ML_Units,Interval_P10,Interval_P90,Selling_Price,Cost_Price,Forecast_Revenue,Forecast_Method
2026-01-19,4,SKU024,Product 024,Lighting,Cookware,83.6,80.0,83.6,76.7,90.8,1768.87,5539.34,147877.53,HistGradientBoostingRegressor
2026-01-19,4,SKU025,Product 025,Storage,Lamp,22.2,21.0,22.2,15.3,29.4,11558.01,1333.08,256587.82,HistGradientBoostingRegressor
2026-01-19,4,SKU026,Product 026,Furniture,Shelf,153.5,165.0,153.5,146.6,160.7,10939.54,1799.29,1679219.39,HistGradientBoostingRegressor
2026-01-19,4,SKU027,Product 027,Home Decor,Cabinet,180.0,179.0,180.0,173.1,187.2,8516.6,307.06,1532988.0,HistGradientBoostingRegressor
2026-01-19,4,SKU028,Product 028,Kitchen,Rug,34.2,42.0,34.2,27.3,41.4,3484.09,6348.66,119155.88,HistGradientBoostingRegressor
2026-01-19,4,SKU029,Product 029,Lighting,Organizer,110.2,91.0,110.2,103.3,117.4,11642.45,5402.59,1282997.99,HistGradientBoostingRegressor
2026-01-19,4,SKU030,Product 030,Storage,Sofa,34.0,36.0,34.0,27.1,41.2,9433.51,5715.03,320739.34,HistGradientBoostingRegressor
2026-01-19,4,SKU031,Product 031,Furniture,Chair,133.0,140.0,133.0,126.1,140.2,8715.93,6300.65,1159218.69,HistGradientBoostingRegressor
2026-01-19,4,SKU032,Product 032,Home Decor,Table,65.4,64.0,65.4,58.5,72.6,5612.59,3806.6,367063.39,HistGradientBoostingRegressor
2026-01-19,4,SKU033,Product 033,Kitchen,Cushion,117.7,129.0,117.7,110.8,124.9,3558.0,4657.74,418776.6,HistGradientBoostingRegressor
2026-01-19,4,SKU034,Product 034,Lighting,Cookware,141.8,148.0,141.8,134.9,149.0,1518.14,1333.43,215272.25,HistGradientBoostingRegressor
2026-01-19,4,SKU035,Product 035,Storage,Lamp,150.3,148.0,150.3,143.4,157.5,10870.19,1137.61,1633789.56,HistGradientBoostingRegressor
2026-01-19,4,SKU036,Product 036,Furniture,Shelf,34.0,38.0,34.0,27.1,41.2,5687.0,5430.12,193358.0,HistGradientBoostingRegressor
2026-01-19,4,SKU037,Product 037,Home Decor,Cabinet,171.9,163.0,171.9,165.0,179.1,2747.42,3901.0,472281.5,HistGradientBoostingRegressor
2026-01-19,4,SKU038,Product 038,Kitchen,Rug,52.5,42.0,52.5,45.6,59.7,3949.1,4630.58,207327.75,HistGradientBoostingRegressor
2026-01-19,4,SKU039,Product 039,Lighting,Organizer,22.1,24.0,22.1,15.2,29.3,7118.95,6178.74,157328.8,HistGradientBoostingRegressor
2026-01-19,4,SKU040,Product 040,Storage,Sofa,94.3,101.0,94.3,87.4,101.5,2450.56,5169.07,231087.81,HistGradientBoostingRegressor
2026-01-19,4,SKU041,Product 041,Furniture,Chair,77.6,72.0,77.6,70.7,84.8,10336.73,4540.24,802130.25,HistGradientBoostingRegressor
2026-01-19,4,SKU042,Product 042,Home Decor,Table,160.5,149.0,160.5,153.6,167.7,9198.83,4583.86,1476412.22,HistGradientBoostingRegressor
2026-01-19,4,SKU043,Product 043,Kitchen,Cushion,157.3,155.0,157.3,150.4,164.5,8745.77,2605.61,1375709.62,HistGradientBoostingRegressor
2026-01-19,4,SKU044,Product 044,Lighting,Cookware,71.8,71.0,71.8,64.9,79.0,5412.28,488.84,388601.7,HistGradientBoostingRegressor
2026-01-19,4,SKU045,Product 045,Storage,Lamp,178.2,184.0,178.2,171.3,185.4,7676.78,3634.56,1368002.2,HistGradientBoostingRegressor
2026-01-19,4,SKU046,Product 046,Furniture,Shelf,63.9,60.0,63.9,57.0,71.1,7175.54,1913.03,458517.01,HistGradientBoostingRegressor
2026-01-19,4,SKU047,Product 047,Home Decor,Cabinet,103.3,90.0,103.3,96.4,110.5,7938.22,3416.1,820018.13,HistGradientBoostingRegressor
2026-01-19,4,SKU048,Product 048,Kitchen,Rug,55.7,71.0,55.7,48.8,62.9,1379.55,6863.87,76840.93,HistGradientBoostingRegressor
2026-01-19,4,SKU049,Product 049,Lighting,Organizer,175.9,154.0,175.9,169.0,183.1,5223.37,2063.03,918790.78,HistGradientBoostingRegressor
2026-01-19,4,SKU050,Product 050,Storage,Sofa,43.0,45.0,43.0,36.1,50.2,882.72,701.85,37956.96,HistGradientBoostingRegressor
2026-01-26,5,SKU001,Product 001,Furniture,Chair,97.1,100.0,97.1,90.2,104.3,3664.05,1758.45,355779.26,HistGradientBoostingRegressor
2026-01-26,5,SKU002,Product 002,Home Decor,Table,73.5,85.0,73.5,66.6,80.7,3805.69,3867.09,279718.22,HistGradientBoostingRegressor
2026-01-26,5,SKU003,Product 003,Kitchen,Cushion,38.8,40.0,38.8,31.9,46.0,8078.23,589.48,313435.32,HistGradientBoostingRegressor
2026-01-26,5,SKU004,Product 004,Lighting,Cookware,37.1,34.0,37.1,30.2,44.3,6861.57,1445.74,254564.25,HistGradientBoostingRegressor
2026-01-26,5,SKU005,Product 005,Storage,Lamp,110.9,107.0,110.9,104.0,118.1,9493.22,5543.63,1052798.1,HistGradientBoostingRegressor
2026-01-26,5,SKU006,Product 006,Furniture,Shelf,45.1,47.0,45.1,38.2,52.3,8106.04,6021.91,365582.4,HistGradientBoostingRegressor
2026-01-26,5,SKU007,Product 007,Home Decor,Cabinet,183.9,178.0,183.9,177.0,191.1,5114.09,7748.2,940481.15,HistGradientBoostingRegressor
2026-01-26,5,SKU008,Product 008,Kitchen,Rug,107.7,121.0,107.7,100.8,114.9,9842.64,2775.15,1060052.33,HistGradientBoostingRegressor
2026-01-26,5,SKU009,Product 009,Lighting,Organizer,80.1,69.0,80.1,73.2,87.3,2336.89,3121.06,187184.89,HistGradientBoostingRegressor
2026-01-26,5,SKU010,Product 010,Storage,Sofa,109.9,97.0,109.9,103.0,117.1,663.46,3889.06,72914.25,HistGradientBoostingRegressor
2026-01-26,5,SKU011,Product 011,Furniture,Chair,22.0,13.0,22.0,15.1,29.2,1444.56,1718.4,31780.32,HistGradientBoostingRegressor
2026-01-26,5,SKU012,Product 012,Home Decor,Table,186.8,172.0,186.8,179.9,194.0,8779.37,1256.89,1639986.32,HistGradientBoostingRegressor
2026-01-26,5,SKU013,Product 013,Kitchen,Cushion,94.6,91.0,94.6,87.7,101.8,5757.78,3936.71,544685.99,HistGradientBoostingRegressor
2026-01-26,5,SKU014,Product 014,Lighting,Cookware,145.4,126.0,145.4,138.5,152.6,2270.75,2008.55,330167.05,HistGradientBoostingRegressor
2026-01-26,5,SKU015,Product 015,Storage,Lamp,25.3,29.0,25.3,18.4,32.5,6212.12,5441.06,157166.64,HistGradientBoostingRegressor
2026-01-26,5,SKU016,Product 016,Furniture,Shelf,94.3,95.0,94.3,87.4,101.5,2166.82,3637.93,204331.13,HistGradientBoostingRegressor
2026-01-26,5,SKU017,Product 017,Home Decor,Cabinet,102.4,89.0,102.4,95.5,109.6,8477.32,6703.26,868077.57,HistGradientBoostingRegressor
2026-01-26,5,SKU018,Product 018,Kitchen,Rug,179.0,178.0,179.0,172.1,186.2,5575.41,5677.05,997998.39,HistGradientBoostingRegressor
2026-01-26,5,SKU019,Product 019,Lighting,Organizer,108.4,109.0,108.4,101.5,115.6,4819.85,2670.84,522471.74,HistGradientBoostingRegressor
2026-01-26,5,SKU020,Product 020,Storage,Sofa,95.4,79.0,95.4,88.5,102.6,3897.54,6700.01,371825.32,HistGradientBoostingRegressor
2026-01-26,5,SKU021,Product 021,Furniture,Chair,61.3,73.0,61.3,54.4,68.5,7711.28,6486.92,472701.46,HistGradientBoostingRegressor
2026-01-26,5,SKU022,Product 022,Home Decor,Table,79.0,75.0,79.0,72.1,86.2,4597.03,3252.96,363165.37,HistGradientBoostingRegressor
2026-01-26,5,SKU023,Product 023,Kitchen,Cushion,108.6,106.0,108.6,101.7,115.8,1416.74,2484.54,153857.96,HistGradientBoostingRegressor
2026-01-26,5,SKU024,Product 024,Lighting,Cookware,85.3,88.0,85.3,78.4,92.5,1768.87,5539.34,150884.61,HistGradientBoostingRegressor
2026-01-26,5,SKU025,Product 025,Storage,Lamp,21.3,17.0,21.3,14.4,28.5,11558.01,1333.08,246185.61,HistGradientBoostingRegressor
2026-01-26,5,SKU026,Product 026,Furniture,Shelf,173.7,161.0,173.7,166.8,180.9,10939.54,1799.29,1900198.1,HistGradientBoostingRegressor
2026-01-26,5,SKU027,Product 027,Home Decor,Cabinet,177.1,160.0,177.1,170.2,184.3,8516.6,307.06,1508289.86,HistGradientBoostingRegressor
2026-01-26,5,SKU028,Product 028,Kitchen,Rug,36.7,38.0,36.7,29.8,43.9,3484.09,6348.66,127866.1,HistGradientBoostingRegressor
2026-01-26,5,SKU029,Product 029,Lighting,Organizer,108.2,111.0,108.2,101.3,115.4,11642.45,5402.59,1259713.09,HistGradientBoostingRegressor
2026-01-26,5,SKU030,Product 030,Storage,Sofa,33.8,26.0,33.8,26.9,41.0,9433.51,5715.03,318852.64,HistGradientBoostingRegressor
2026-01-26,5,SKU031,Product 031,Furniture,Chair,133.6,131.0,133.6,126.7,140.8,8715.93,6300.65,1164448.25,HistGradientBoostingRegressor
2026-01-26,5,SKU032,Product 032,Home Decor,Table,64.2,63.0,64.2,57.3,71.4,5612.59,3806.6,360328.28,HistGradientBoostingRegressor
2026-01-26,5,SKU033,Product 033,Kitchen,Cushion,127.1,139.0,127.1,120.2,134.3,3558.0,4657.74,452221.8,HistGradientBoostingRegressor
2026-01-26,5,SKU034,Product 034,Lighting,Cookware,142.4,142.0,142.4,135.5,149.6,1518.14,1333.43,216183.14,HistGradientBoostingRegressor
2026-01-26,5,SKU035,Product 035,Storage,Lamp,153.0,140.0,153.0,146.1,160.2,10870.19,1137.61,1663139.07,HistGradientBoostingRegressor
2026-01-26,5,SKU036,Product 036,Furniture,Shelf,35.8,39.0,35.8,28.9,43.0,5687.0,5430.12,203594.6,HistGradientBoostingRegressor
2026-01-26,5,SKU037,Product 037,Home Decor,Cabinet,169.5,167.0,169.5,162.6,176.7,2747.42,3901.0,465687.69,HistGradientBoostingRegressor
2026-01-26,5,SKU038,Product 038,Kitchen,Rug,52.9,46.0,52.9,46.0,60.1,3949.1,4630.58,208907.39,HistGradientBoostingRegressor
2026-01-26,5,SKU039,Product 039,Lighting,Organizer,22.0,25.0,22.0,15.1,29.2,7118.95,6178.74,156616.9,HistGradientBoostingRegressor
2026-01-26,5,SKU040,Product 040,Storage,Sofa,106.2,110.0,106.2,99.3,113.4,2450.56,5169.07,260249.47,HistGradientBoostingRegressor
2026-01-26,5,SKU041,Product 041,Furniture,Chair,81.2,80.0,81.2,74.3,88.4,10336.73,4540.24,839342.48,HistGradientBoostingRegressor
2026-01-26,5,SKU042,Product 042,Home Decor,Table,171.6,162.0,171.6,164.7,178.8,9198.83,4583.86,1578519.23,HistGradientBoostingRegressor
2026-01-26,5,SKU043,Product 043,Kitchen,Cushion,164.0,161.0,164.0,157.1,171.2,8745.77,2605.61,1434306.28,HistGradientBoostingRegressor
2026-01-26,5,SKU044,Product 044,Lighting,Cookware,67.8,67.0,67.8,60.9,75.0,5412.28,488.84,366952.58,HistGradientBoostingRegressor
2026-01-26,5,SKU045,Product 045,Storage,Lamp,174.0,184.0,174.0,167.1,181.2,7676.78,3634.56,1335759.72,HistGradientBoostingRegressor
2026-01-26,5,SKU046,Product 046,Furniture,Shelf,66.3,66.0,66.3,59.4,73.5,7175.54,1913.03,475738.3,HistGradientBoostingRegressor
2026-01-26,5,SKU047,Product 047,Home Decor,Cabinet,107.4,99.0,107.4,100.5,114.6,7938.22,3416.1,852564.83,HistGradientBoostingRegressor
2026-01-26,5,SKU048,Product 048,Kitchen,Rug,55.3,63.0,55.3,48.4,62.5,1379.55,6863.87,76289.11,HistGradientBoostingRegressor
2026-01-26,5,SKU049,Product 049,Lighting,Organizer,173.6,160.0,173.6,166.7,180.8,5223.37,2063.03,906777.03,HistGradientBoostingRegressor
2026-01-26,5,SKU050,Product 050,Storage,Sofa,43.2,36.0,43.2,36.3,50.4,882.72,701.85,38133.5,HistGradientBoostingRegressor
2026-02-02,6,SKU001,Product 001,Furniture,Chair,99.8,106.0,99.8,92.9,107.0,3664.05,1758.45,365672.19,HistGradientBoostingRegressor
2026-02-02,6,SKU002,Product 002,Home Decor,Table,72.0,71.0,72.0,65.1,79.2,3805.69,3867.09,274009.68,HistGradientBoostingRegressor
2026-02-02,6,SKU003,Product 003,Kitchen,Cushion,36.4,34.0,36.4,29.5,43.6,8078.23,589.48,294047.57,HistGradientBoostingRegressor
2026-02-02,6,SKU004,Product 004,Lighting,Cookware,38.0,32.0,38.0,31.1,45.2,6861.57,1445.74,260739.66,HistGradientBoostingRegressor
2026-02-02,6,SKU005,Product 005,Storage,Lamp,113.6,123.0,113.6,106.7,120.8,9493.22,5543.63,1078429.79,HistGradientBoostingRegressor
2026-02-02,6,SKU006,Product 006,Furniture,Shelf,48.2,46.0,48.2,41.3,55.4,8106.04,6021.91,390711.13,HistGradientBoostingRegressor
2026-02-02,6,SKU007,Product 007,Home Decor,Cabinet,175.5,179.0,175.5,168.6,182.7,5114.09,7748.2,897522.8,HistGradientBoostingRegressor
2026-02-02,6,SKU008,Product 008,Kitchen,Rug,120.0,134.0,120.0,113.1,127.2,9842.64,2775.15,1181116.8,HistGradientBoostingRegressor
2026-02-02,6,SKU009,Product 009,Lighting,Organizer,85.6,86.0,85.6,78.7,92.8,2336.89,3121.06,200037.78,HistGradientBoostingRegressor
2026-02-02,6,SKU010,Product 010,Storage,Sofa,115.5,124.0,115.5,108.6,122.7,663.46,3889.06,76629.63,HistGradientBoostingRegressor
2026-02-02,6,SKU011,Product 011,Furniture,Chair,21.6,16.0,21.6,14.7,28.8,1444.56,1718.4,31202.5,HistGradientBoostingRegressor
2026-02-02,6,SKU012,Product 012,Home Decor,Table,197.6,195.0,197.6,190.7,204.8,8779.37,1256.89,1734803.51,HistGradientBoostingRegressor
2026-02-02,6,SKU013,Product 013,Kitchen,Cushion,98.2,97.0,98.2,91.3,105.4,5757.78,3936.71,565414.0,HistGradientBoostingRegressor
2026-02-02,6,SKU014,Product 014,Lighting,Cookware,164.8,167.0,164.8,157.9,172.0,2270.75,2008.55,374219.6,HistGradientBoostingRegressor
2026-02-02,6,SKU015,Product 015,Storage,Lamp,27.4,31.0,27.4,20.5,34.6,6212.12,5441.06,170212.09,HistGradientBoostingRegressor
2026-02-02,6,SKU016,Product 016,Furniture,Shelf,106.0,112.0,106.0,99.1,113.2,2166.82,3637.93,229682.92,HistGradientBoostingRegressor
2026-02-02,6,SKU017,Product 017,Home Decor,Cabinet,103.7,112.0,103.7,96.8,110.9,8477.32,6703.26,879098.08,HistGradientBoostingRegressor
2026-02-02,6,SKU018,Product 018,Kitchen,Rug,181.2,175.0,181.2,174.3,188.4,5575.41,5677.05,1010264.29,HistGradientBoostingRegressor
2026-02-02,6,SKU019,Product 019,Lighting,Organizer,109.1,95.0,109.1,102.2,116.3,4819.85,2670.84,525845.64,HistGradientBoostingRegressor
2026-02-02,6,SKU020,Product 020,Storage,Sofa,97.4,93.0,97.4,90.5,104.6,3897.54,6700.01,379620.4,HistGradientBoostingRegressor
2026-02-02,6,SKU021,Product 021,Furniture,Chair,55.0,63.0,55.0,48.1,62.2,7711.28,6486.92,424120.4,HistGradientBoostingRegressor
2026-02-02,6,SKU022,Product 022,Home Decor,Table,78.8,75.0,78.8,71.9,86.0,4597.03,3252.96,362245.96,HistGradientBoostingRegressor
2026-02-02,6,SKU023,Product 023,Kitchen,Cushion,111.8,98.0,111.8,104.9,119.0,1416.74,2484.54,158391.53,HistGradientBoostingRegressor
2026-02-02,6,SKU024,Product 024,Lighting,Cookware,86.9,84.0,86.9,80.0,94.1,1768.87,5539.34,153714.8,HistGradientBoostingRegressor
2026-02-02,6,SKU025,Product 025,Storage,Lamp,21.4,28.0,21.4,14.5,28.6,11558.01,1333.08,247341.41,HistGradientBoostingRegressor
2026-02-02,6,SKU026,Product 026,Furniture,Shelf,168.6,170.0,168.6,161.7,175.8,10939.54,1799.29,1844406.44,HistGradientBoostingRegressor
2026-02-02,6,SKU027,Product 027,Home Decor,Cabinet,198.2,197.0,198.2,191.3,205.4,8516.6,307.06,1687990.12,HistGradientBoostingRegressor
2026-02-02,6,SKU028,Product 028,Kitchen,Rug,36.6,44.0,36.6,29.7,43.8,3484.09,6348.66,127517.69,HistGradientBoostingRegressor
2026-02-02,6,SKU029,Product 029,Lighting,Organizer,114.3,105.0,114.3,107.4,121.5,11642.45,5402.59,1330732.04,HistGradientBoostingRegressor
2026-02-02,6,SKU030,Product 030,Storage,Sofa,37.4,41.0,37.4,30.5,44.6,9433.51,5715.03,352813.27,HistGradientBoostingRegressor
2026-02-02,6,SKU031,Product 031,Furniture,Chair,145.5,152.0,145.5,138.6,152.7,8715.93,6300.65,1268167.81,HistGradientBoostingRegressor
2026-02-02,6,SKU032,Product 032,Home Decor,Table,71.3,74.0,71.3,64.4,78.5,5612.59,3806.6,400177.67,HistGradientBoostingRegressor
2026-02-02,6,SKU033,Product 033,Kitchen,Cushion,138.2,146.0,138.2,131.3,145.4,3558.0,4657.74,491715.6,HistGradientBoostingRegressor
2026-02-02,6,SKU034,Product 034,Lighting,Cookware,146.8,145.0,146.8,139.9,154.0,1518.14,1333.43,222862.95,HistGradientBoostingRegressor
2026-02-02,6,SKU035,Product 035,Storage,Lamp,172.7,179.0,172.7,165.8,179.9,10870.19,1137.61,1877281.81,HistGradientBoostingRegressor
2026-02-02,6,SKU036,Product 036,Furniture,Shelf,35.7,39.0,35.7,28.8,42.9,5687.0,5430.12,203025.9,HistGradientBoostingRegressor
2026-02-02,6,SKU037,Product 037,Home Decor,Cabinet,178.3,181.0,178.3,171.4,185.5,2747.42,3901.0,489864.99,HistGradientBoostingRegressor
2026-02-02,6,SKU038,Product 038,Kitchen,Rug,54.3,47.0,54.3,47.4,61.5,3949.1,4630.58,214436.13,HistGradientBoostingRegressor
2026-02-02,6,SKU039,Product 039,Lighting,Organizer,23.3,26.0,23.3,16.4,30.5,7118.95,6178.74,165871.54,HistGradientBoostingRegressor
2026-02-02,6,SKU040,Product 040,Storage,Sofa,105.3,102.0,105.3,98.4,112.5,2450.56,5169.07,258043.97,HistGradientBoostingRegressor
2026-02-02,6,SKU041,Product 041,Furniture,Chair,78.9,77.0,78.9,72.0,86.1,10336.73,4540.24,815568.0,HistGradientBoostingRegressor
2026-02-02,6,SKU042,Product 042,Home Decor,Table,156.9,151.0,156.9,150.0,164.1,9198.83,4583.86,1443296.43,HistGradientBoostingRegressor
2026-02-02,6,SKU043,Product 043,Kitchen,Cushion,183.7,191.0,183.7,176.8,190.9,8745.77,2605.61,1606597.95,HistGradientBoostingRegressor
2026-02-02,6,SKU044,Product 044,Lighting,Cookware,70.8,69.0,70.8,63.9,78.0,5412.28,488.84,383189.42,HistGradientBoostingRegressor
2026-02-02,6,SKU045,Product 045,Storage,Lamp,179.6,179.0,179.6,172.7,186.8,7676.78,3634.56,1378749.69,HistGradientBoostingRegressor
2026-02-02,6,SKU046,Product 046,Furniture,Shelf,75.4,76.0,75.4,68.5,82.6,7175.54,1913.03,541035.72,HistGradientBoostingRegressor
2026-02-02,6,SKU047,Product 047,Home Decor,Cabinet,112.3,108.0,112.3,105.4,119.5,7938.22,3416.1,891462.11,HistGradientBoostingRegressor
2026-02-02,6,SKU048,Product 048,Kitchen,Rug,55.9,53.0,55.9,49.0,63.1,1379.55,6863.87,77116.85,HistGradientBoostingRegressor
2026-02-02,6,SKU049,Product 049,Lighting,Organizer,193.2,199.0,193.2,186.3,200.4,5223.37,2063.03,1009155.08,HistGradientBoostingRegressor
2026-02-02,6,SKU050,Product 050,Storage,Sofa,41.7,41.0,41.7,34.8,48.9,882.72,701.85,36809.42,HistGradientBoostingRegressor
2026-02-09,7,SKU001,Product 001,Furniture,Chair,105.2,124.0,105.2,98.3,112.4,3664.05,1758.45,385458.06,HistGradientBoostingRegressor
2026-02-09,7,SKU002,Product 002,Home Decor,Table,70.9,79.0,70.9,64.0,78.1,3805.69,3867.09,269823.42,HistGradientBoostingRegressor
2026-02-09,7,SKU003,Product 003,Kitchen,Cushion,38.9,47.0,38.9,32.0,46.1,8078.23,589.48,314243.15,HistGradientBoostingRegressor
2026-02-09,7,SKU004,Product 004,Lighting,Cookware,36.5,37.0,36.5,29.6,43.7,6861.57,1445.74,250447.3,HistGradientBoostingRegressor
2026-02-09,7,SKU005,Product 005,Storage,Lamp,122.7,132.0,122.7,115.8,129.9,9493.22,5543.63,1164818.09,HistGradientBoostingRegressor
2026-02-09,7,SKU006,Product 006,Furniture,Shelf,51.0,45.0,51.0,44.1,58.2,8106.04,6021.91,413408.04,HistGradientBoostingRegressor
2026-02-09,7,SKU007,Product 007,Home Decor,Cabinet,184.7,171.0,184.7,177.8,191.9,5114.09,7748.2,944572.42,HistGradientBoostingRegressor
2026-02-09,7,SKU008,Product 008,Kitchen,Rug,116.9,122.0,116.9,110.0,124.1,9842.64,2775.15,1150604.62,HistGradientBoostingRegressor
2026-02-09,7,SKU009,Product 009,Lighting,Organizer,80.4,74.0,80.4,73.5,87.6,2336.89,3121.06,187885.96,HistGradientBoostingRegressor
2026-02-09,7,SKU010,Product 010,Storage,Sofa,113.4,128.0,113.4,106.5,120.6,663.46,3889.06,75236.36,HistGradientBoostingRegressor
2026-02-09,7,SKU011,Product 011,Furniture,Chair,20.7,16.0,20.7,13.8,27.9,1444.56,1718.4,29902.39,HistGradientBoostingRegressor
2026-02-09,7,SKU012,Product 012,Home Decor,Table,202.8,203.0,202.8,195.9,210.0,8779.37,1256.89,1780456.24,HistGradientBoostingRegressor
2026-02-09,7,SKU013,Product 013,Kitchen,Cushion,102.2,97.0,102.2,95.3,109.4,5757.78,3936.71,588445.12,HistGradientBoostingRegressor
2026-02-09,7,SKU014,Product 014,Lighting,Cookware,162.4,188.0,162.4,155.5,169.6,2270.75,2008.55,368769.8,HistGradientBoostingRegressor
2026-02-09,7,SKU015,Product 015,Storage,Lamp,27.5,37.0,27.5,20.6,34.7,6212.12,5441.06,170833.3,HistGradientBoostingRegressor
2026-02-09,7,SKU016,Product 016,Furniture,Shelf,99.2,93.0,99.2,92.3,106.4,2166.82,3637.93,214948.54,HistGradientBoostingRegressor
2026-02-09,7,SKU017,Product 017,Home Decor,Cabinet,102.8,97.0,102.8,95.9,110.0,8477.32,6703.26,871468.5,HistGradientBoostingRegressor
2026-02-09,7,SKU018,Product 018,Kitchen,Rug,196.3,186.0,196.3,189.4,203.5,5575.41,5677.05,1094452.98,HistGradientBoostingRegressor
2026-02-09,7,SKU019,Product 019,Lighting,Organizer,114.9,111.0,114.9,108.0,122.1,4819.85,2670.84,553800.77,HistGradientBoostingRegressor
2026-02-09,7,SKU020,Product 020,Storage,Sofa,101.1,105.0,101.1,94.2,108.3,3897.54,6700.01,394041.29,HistGradientBoostingRegressor
2026-02-09,7,SKU021,Product 021,Furniture,Chair,61.8,73.0,61.8,54.9,69.0,7711.28,6486.92,476557.1,HistGradientBoostingRegressor
2026-02-09,7,SKU022,Product 022,Home Decor,Table,81.4,86.0,81.4,74.5,88.6,4597.03,3252.96,374198.24,HistGradientBoostingRegressor
2026-02-09,7,SKU023,Product 023,Kitchen,Cushion,114.5,113.0,114.5,107.6,121.7,1416.74,2484.54,162216.73,HistGradientBoostingRegressor
2026-02-09,7,SKU024,Product 024,Lighting,Cookware,87.0,95.0,87.0,80.1,94.2,1768.87,5539.34,153891.69,HistGradientBoostingRegressor
2026-02-09,7,SKU025,Product 025,Storage,Lamp,21.6,16.0,21.6,14.7,28.8,11558.01,1333.08,249653.02,HistGradientBoostingRegressor
2026-02-09,7,SKU026,Product 026,Furniture,Shelf,170.1,166.0,170.1,163.2,177.3,10939.54,1799.29,1860815.75,HistGradientBoostingRegressor
2026-02-09,7,SKU027,Product 027,Home Decor,Cabinet,199.6,187.0,199.6,192.7,206.8,8516.6,307.06,1699913.36,HistGradientBoostingRegressor
2026-02-09,7,SKU028,Product 028,Kitchen,Rug,35.8,37.0,35.8,28.9,43.0,3484.09,6348.66,124730.42,HistGradientBoostingRegressor
2026-02-09,7,SKU029,Product 029,Lighting,Organizer,115.5,127.0,115.5,108.6,122.7,11642.45,5402.59,1344702.98,HistGradientBoostingRegressor
2026-02-09,7,SKU030,Product 030,Storage,Sofa,34.8,31.0,34.8,27.9,42.0,9433.51,5715.03,328286.15,HistGradientBoostingRegressor
2026-02-09,7,SKU031,Product 031,Furniture,Chair,153.5,163.0,153.5,146.6,160.7,8715.93,6300.65,1337895.26,HistGradientBoostingRegressor
2026-02-09,7,SKU032,Product 032,Home Decor,Table,66.9,63.0,66.9,60.0,74.1,5612.59,3806.6,375482.27,HistGradientBoostingRegressor
2026-02-09,7,SKU033,Product 033,Kitchen,Cushion,140.1,127.0,140.1,133.2,147.3,3558.0,4657.74,498475.8,HistGradientBoostingRegressor
2026-02-09,7,SKU034,Product 034,Lighting,Cookware,161.5,160.0,161.5,154.6,168.7,1518.14,1333.43,245179.61,HistGradientBoostingRegressor
2026-02-09,7,SKU035,Product 035,Storage,Lamp,171.3,184.0,171.3,164.4,178.5,10870.19,1137.61,1862063.55,HistGradientBoostingRegressor
2026-02-09,7,SKU036,Product 036,Furniture,Shelf,35.7,30.0,35.7,28.8,42.9,5687.0,5430.12,203025.9,HistGradientBoostingRegressor
2026-02-09,7,SKU037,Product 037,Home Decor,Cabinet,172.5,165.0,172.5,165.6,179.7,2747.42,3901.0,473929.95,HistGradientBoostingRegressor
2026-02-09,7,SKU038,Product 038,Kitchen,Rug,54.3,55.0,54.3,47.4,61.5,3949.1,4630.58,214436.13,HistGradientBoostingRegressor
2026-02-09,7,SKU039,Product 039,Lighting,Organizer,22.2,29.0,22.2,15.3,29.4,7118.95,6178.74,158040.69,HistGradientBoostingRegressor
2026-02-09,7,SKU040,Product 040,Storage,Sofa,111.1,125.0,111.1,104.2,118.3,2450.56,5169.07,272257.22,HistGradientBoostingRegressor
2026-02-09,7,SKU041,Product 041,Furniture,Chair,79.3,76.0,79.3,72.4,86.5,10336.73,4540.24,819702.69,HistGradientBoostingRegressor
2026-02-09,7,SKU042,Product 042,Home Decor,Table,182.5,179.0,182.5,175.6,189.7,9198.83,4583.86,1678786.48,HistGradientBoostingRegressor
2026-02-09,7,SKU043,Product 043,Kitchen,Cushion,160.6,168.0,160.6,153.7,167.8,8745.77,2605.61,1404570.66,HistGradientBoostingRegressor
2026-02-09,7,SKU044,Product 044,Lighting,Cookware,66.3,66.0,66.3,59.4,73.5,5412.28,488.84,358834.16,HistGradientBoostingRegressor
2026-02-09,7,SKU045,Product 045,Storage,Lamp,172.3,202.0,172.3,165.4,179.5,7676.78,3634.56,1322709.19,HistGradientBoostingRegressor
2026-02-09,7,SKU046,Product 046,Furniture,Shelf,66.4,64.0,66.4,59.5,73.6,7175.54,1913.03,476455.86,HistGradientBoostingRegressor
2026-02-09,7,SKU047,Product 047,Home Decor,Cabinet,114.2,104.0,114.2,107.3,121.4,7938.22,3416.1,906544.72,HistGradientBoostingRegressor
2026-02-09,7,SKU048,Product 048,Kitchen,Rug,57.4,44.0,57.4,50.5,64.6,1379.55,6863.87,79186.17,HistGradientBoostingRegressor
2026-02-09,7,SKU049,Product 049,Lighting,Organizer,183.8,182.0,183.8,176.9,191.0,5223.37,2063.03,960055.41,HistGradientBoostingRegressor
2026-02-09,7,SKU050,Product 050,Storage,Sofa,44.1,51.0,44.1,37.2,51.3,882.72,701.85,38927.95,HistGradientBoostingRegressor
2026-02-16,8,SKU001,Product 001,Furniture,Chair,107.7,116.0,107.7,100.8,114.9,3664.05,1758.45,394618.19,HistGradientBoostingRegressor
